lb,position,tag,type,key,name
0295a03,1,place,start,PL14411,台山
0295a03,2,place,end,PL14411,台山
0296a02,3,person,start,A011857,慧命禪師
0296a02,6,person,end,A011857,慧命禪師
0296a02,7,place,start,PL14808,天台
0296a02,8,place,end,PL14808,天台
0296a02,13,place,start,PL28928,南嶽
0296a02,14,place,end,PL28928,南嶽
0296a02,15,person,start,A001711,思大禪師
0296a02,18,person,end,A001711,思大禪師
0296a03,17,person,start,A002843,阿彌陀佛
0296a03,20,person,end,A002843,阿彌陀佛
0296a06,1,place,start,PL14664,國清
0296a06,2,place,end,PL14664,國清
0296a06,3,person,start,A004843,智越禪師
0296a06,6,person,end,A004843,智越禪師
0296a06,7,place,start,PL25201,南陽
0296a06,8,place,end,PL25201,南陽
0296a06,15,place,start,PL8975,金陵
0296a06,16,place,end,PL8975,金陵
0296a06,18,person,start,A001301,智者
0296a06,19,person,end,A001301,智者
0296a07,9,person,start,A001301,智者
0296a07,10,person,end,A001301,智者
0296a07,13,place,start,PL14411,台嶺
0296a07,14,place,end,PL14411,台嶺
0296a08,10,person,start,A004413,晉王
0296a08,11,person,end,A004413,晉王
0296a08,13,place,start,PL14664,國清寺
0296a08,15,place,end,PL14664,國清寺
0296a09,8,person,start,A001301,智者
0296a09,9,person,end,A001301,智者
0297a02,1,place,start,PL14664,國清
0297a02,2,place,end,PL14664,國清
0297a02,3,person,start,A006163,智璪禪師
0297a02,6,person,end,A006163,智璪禪師
0297a02,7,place,start,PL14904,臨海
0297a02,8,place,end,PL14904,臨海
0297a02,14,place,start,PL9780,安靜寺
0297a02,16,place,end,PL9780,安靜寺
0297a02,20,person,start,A001301,智者
0297a02,21,person,end,A001301,智者
0297a03,21,person,start,A001301,智者
0297a03,22,person,end,A001301,智者
0297a04,27,person,start,A004413,煬帝
0297a04,28,person,end,A004413,煬帝
0297a04,31,place,start,PL10795,揚州
0297a04,32,place,end,PL10795,揚州
0297a05,1,place,start,PL14664,國清
0297a05,2,place,end,PL14664,國清
0297a05,23,person,start,A006222,盧正方
0297a05,25,person,end,A006222,盧正方
0297a05,30,person,start,A001301,智者
0297a05,31,person,end,A001301,智者
0297a08,1,place,start,PL14664,國清
0297a08,2,place,end,PL14664,國清
0297a08,3,person,start,A004903,智晞禪師
0297a08,6,person,end,A004903,智晞禪師
0297a08,7,place,start,PL24834,穎川
0297a08,8,place,end,PL24834,穎川
0297a08,16,person,start,A001301,智者
0297a08,17,person,end,A001301,智者
0297a09,2,person,start,A001301,智者
0297a09,3,person,end,A001301,智者
0297a09,9,place,start,PL14713,佛隴
0297a09,10,place,end,PL14713,佛隴
0297a09,34,place,start,PL14534,香爐峯
0298a01,2,place,end,PL14534,香爐峯
0298a01,29,person,start,A004896,法雲
0298a01,30,person,end,A004896,法雲
0298a02,18,person,start,A004896,雲
0298a02,18,person,end,A004896,雲
0298a02,32,person,start,A001301,智者
0298a02,33,person,end,A001301,智者
0298a03,21,person,start,A004896,章安
0298a03,22,person,end,A004896,章安
0298a03,24,person,start,A001301,智者
0298a03,25,person,end,A001301,智者
0298a04,34,place,start,PL14864,東山
0298a05,1,place,end,PL14864,東山
0298a06,27,place,start,PL55446,兜率
0298a06,28,place,end,PL55446,兜率
0298a07,29,person,start,A004896,頂法師
