lb,position,tag,type,key,name
0003a02,1,person,start,A002144,文殊菩薩
0003a02,4,person,end,A002144,文殊菩薩
0003a06,13,place,start,PL5250,清涼
0003a06,14,place,end,PL5250,清涼
0004a01,18,person,start,A001889,鎮澄法師
0004a01,21,person,end,A001889,鎮澄法師
0004a02,6,person,start,A001681,憨山
0004a02,7,person,end,A001681,憨山
0004a02,8,person,start,A000944,紫柏
0004a02,9,person,end,A000944,紫柏
0004a02,10,person,start,A007760,妙峯
0004a02,11,person,end,A007760,妙峯
0004a04,22,person,start,A006265,李圓淨
0004a04,24,person,end,A006265,李圓淨
0004a04,26,person,start,A002144,文殊
0004a04,27,person,end,A002144,文殊
0004a04,28,person,start,A003079,普賢
0004a04,29,person,end,A003079,普賢
0004a04,30,person,start,A002803,觀音
0004a04,31,person,end,A002803,觀音
0004a04,32,person,start,A004262,地藏
0004a05,1,person,end,A004262,地藏
0004a05,17,place,start,PL13847,普陀
0004a05,18,place,end,PL13847,普陀
0004a05,21,person,start,A006740,許止淨居士
0004a05,25,person,end,A006740,許止淨居士
0004a06,2,person,start,A002803,觀音
0004a06,3,person,end,A002803,觀音
0004a06,17,person,start,A008920,王雅三
0004a06,19,person,end,A008920,王雅三
0004a06,29,place,start,PL5250,五臺
0004a06,30,place,end,PL5250,五臺
0004a06,31,place,start,PL36087,峨眉
0004a06,32,place,end,PL36087,峨眉
0004a07,1,place,start,PL16725,九華
0004a07,2,place,end,PL16725,九華
0004a08,6,person,start,A003079,普賢
0004a08,7,person,end,A003079,普賢
0004a09,25,person,start,A006740,許止淨
0004a09,27,person,end,A006740,許止淨
0004a10,11,person,start,A006881,德森師
0004a10,13,person,end,A006881,德森師
0004a12,27,place,start,PL561,紅螺山
0004a12,29,place,end,PL561,紅螺山
0005a01,1,place,start,PL5250,五臺
0005a01,2,place,end,PL5250,五臺
0005a01,11,place,start,PL56492,琉璃廠
0005a01,13,place,end,PL56492,琉璃廠
0005a02,16,place,start,PL5250,五臺
0005a02,17,place,end,PL5250,五臺
0005a02,20,person,start,A002144,文殊菩薩
0005a02,23,person,end,A002144,文殊菩薩
0005a03,6,place,start,PL5326,華嚴嶺
0005a03,8,place,end,PL5326,華嚴嶺
0005a03,10,person,start,A009273,瀞栖師
0005a03,12,person,end,A009273,瀞栖師
0005a03,32,person,start,A002144,文殊菩薩
0005a04,3,person,end,A002144,文殊菩薩
0005a04,9,person,start,A002144,龍種上法王
0005a04,13,person,end,A002144,龍種上法王
0005a04,19,person,start,A002144,文殊
0005a04,20,person,end,A002144,文殊
0005a04,36,person,start,A002144,龍種上尊王
0005a04,40,person,end,A002144,龍種上尊王
0005a05,9,person,start,A002799,釋迦
0005a05,10,person,end,A002799,釋迦
0005a06,25,person,start,A004777,釋印光
0005a06,27,person,end,A004777,釋印光
0005a07,1,place,start,PL10542,淮陰
0005a07,2,place,end,PL10542,淮陰
0005a08,12,person,start,A004255,聚用長老
0005a08,15,person,end,A004255,聚用長老
0005a08,17,place,start,PL10542,淮陰
0005a08,18,place,end,PL10542,淮陰
0005a08,19,place,start,PL10488,聞思寺
0005a08,21,place,end,PL10488,聞思寺
0005a08,26,person,start,A004255,聚公
0005a08,27,person,end,A004255,聚公
0005a11,8,person,start,A004255,聚公
0005a11,9,person,end,A004255,聚公
0006a04,2,person,start,A004255,聚公
0006a04,3,person,end,A004255,聚公
0006a05,21,person,start,A004255,聚公
0006a05,22,person,end,A004255,聚公
0006a06,32,person,start,A004255,聚公
0006a07,1,person,end,A004255,聚公
0006a08,4,person,start,A004255,聚公
0006a08,5,person,end,A004255,聚公
0006a09,5,person,start,A004255,聚公
0006a09,6,person,end,A004255,聚公
0006a10,9,person,start,A004255,聚公
0006a10,10,person,end,A004255,聚公
0006a10,14,person,start,A009263,養淳
0006a10,15,person,end,A009263,養淳
0006a10,16,person,start,A009264,蘊哲
0006a10,17,person,end,A009264,蘊哲
0006a10,21,place,start,PL5250,清涼山
0006a10,23,place,end,PL5250,清涼山
0006a11,4,place,start,PL10542,淮陰
0006a11,5,place,end,PL10542,淮陰
0006a11,23,person,start,A004255,聚公
0006a11,24,person,end,A004255,聚公
0006a12,6,place,start,PL5250,清涼
0006a12,7,place,end,PL5250,清涼
0006a12,15,place,start,PL10542,淮陰
0006a12,16,place,end,PL10542,淮陰
0006a12,19,place,start,PL9807,金壇
0006a12,20,place,end,PL9807,金壇
0006a12,21,person,start,A004256,史震林
0006a12,23,person,end,A004256,史震林
0007a01,2,person,start,A006719,康熙皇帝
0007a01,5,person,end,A006719,康熙皇帝
0007a02,3,place,start,PL5250,清涼山
0007a02,5,place,end,PL5250,清涼山
0007a02,8,person,start,A002144,文殊大士
0007a02,11,person,end,A002144,文殊大士
0007a02,22,place,start,PL5457,雁門
0007a02,23,place,end,PL5457,雁門
0007a02,24,place,start,PL3893,雲中
0007a02,25,place,end,PL3893,雲中
0007a02,29,place,start,PL223,恆嶽
0007a02,30,place,end,PL223,恆嶽
0007a03,1,place,start,PL224,滹沱
0007a03,2,place,end,PL224,滹沱
0007a04,19,place,start,PL5250,五峯
0007a04,20,place,end,PL5250,五峯
