lb,position,tag,type,key,name
0003a05,6,place,start,PL14411,天台
0003a05,7,place,end,PL14411,天台
0003a05,9,place,start,PL11304,浙省
0003a05,10,place,end,PL11304,浙省
0003a06,1,person,start,A001301,智者大師
0003a06,4,person,end,A001301,智者大師
0003a06,5,place,start,PL14710,定慧塔院
0003a06,8,place,end,PL14710,定慧塔院
0004a05,1,place,start,PL11304,浙
0004a05,1,place,end,PL11304,浙
0004a05,2,place,start,PL14411,台
0004a05,2,place,end,PL14411,台
0005a04,1,person,start,A011024,敏曦師
0005a04,3,person,end,A011024,敏曦師
0005a04,7,person,start,A011024,曦
0005a04,7,person,end,A011024,曦
0006a03,11,place,start,PL15039,江淮
0006a04,1,place,end,PL15039,江淮
0007a05,1,person,start,A011024,曦師
0007a05,2,person,end,A011024,曦師
0008a04,1,person,start,A011024,曦師
0008a04,2,person,end,A011024,曦師
0008a04,6,place,start,PL14411,天台
0008a04,7,place,end,PL14411,天台
0009a05,9,place,start,PL28609,湖南
0009a05,10,place,end,PL28609,湖南
0009a05,11,place,start,PL28901,衡州
0009a05,12,place,end,PL28901,衡州
0010a01,2,place,start,PL16341,壽春
0010a01,3,place,end,PL16341,壽春
0010a01,4,person,start,A011315,韓殿爵
0010a01,6,person,end,A011315,韓殿爵
0011a01,10,person,start,A001301,智祖
0011a01,11,person,end,A001301,智祖
0011a03,11,person,start,A001361,達磨大師
0011a03,14,person,end,A001361,達磨大師
0011a04,11,place,start,PL48268,靈山
0011a04,12,place,end,PL48268,靈山
0011a05,11,person,start,A008378,湛堂和尚
0011a05,14,person,end,A008378,湛堂和尚
0011a05,16,person,start,A000475,大慧禪師
0011a06,1,person,end,A000475,大慧禪師
0011a08,11,person,start,A011024,敏師
0011a08,12,person,end,A011024,敏師
0011a09,15,person,start,A008355,韶國師
0011a09,17,person,end,A008355,韶國師
0012a01,1,person,start,A001301,智祖
0012a01,2,person,end,A001301,智祖
0012a01,5,person,start,A007274,燈公
0012a01,6,person,end,A007274,燈公
0012a01,8,person,start,A008355,國師
0012a01,9,person,end,A008355,國師
0012a02,2,person,start,A007274,燈公
0012a02,3,person,end,A007274,燈公
0012a02,9,person,start,A007274,燈公
0012a02,10,person,end,A007274,燈公
0012a05,7,person,start,A011024,敏師
0012a05,8,person,end,A011024,敏師
0012a08,17,place,start,PL14710,真覺
0012a08,18,place,end,PL14710,真覺
0013a03,12,person,start,A011024,敏師
0013a03,13,person,end,A011024,敏師
0013a07,9,place,start,PL14808,始豐
0013a07,10,place,end,PL14808,始豐
0013a07,11,person,start,A011319,張邁
0013a07,12,person,end,A011319,張邁
0015a02,8,place,start,PL14411,天台
0015a02,9,place,end,PL14411,天台
0015a02,12,place,start,PL14612,石梁
0015a02,13,place,end,PL14612,石梁
0015a02,14,place,start,PL14412,華頂
0015a02,15,place,end,PL14412,華頂
0015a02,16,place,start,PL13440,桐柏
0015a02,17,place,end,PL13440,桐柏
0015a03,1,place,start,PL14406,桃源
0015a03,2,place,end,PL14406,桃源
0015a03,6,place,start,PL14692,高明
0015a03,7,place,end,PL14692,高明
0015a03,14,place,start,PL14713,大慈
