lb,position,tag,type,key,name
0001a02,1,place,start,PL40522,雞山
0001a02,2,place,end,PL40522,雞山
0001a02,9,place,start,PL36087,峨嵋
0001a02,10,place,end,PL36087,峨嵋
0001a02,11,place,start,PL16725,九華
0001a02,12,place,end,PL16725,九華
0001a02,13,place,start,PL14411,天台
0001a02,14,place,end,PL14411,天台
0001a02,15,place,start,PL12620,雁宕
0001a03,1,place,end,PL12620,雁宕
0001a03,10,place,start,PL39095,滇
0001a03,10,place,end,PL39095,滇
0002a01,1,person,start,A014056,魯人先生
0002a01,4,person,end,A014056,魯人先生
0002a01,11,place,start,PL197,江左
0002a01,12,place,end,PL197,江左
0002a04,7,place,start,PL40522,雞足
0002a04,8,place,end,PL40522,雞足
0002a05,9,person,start,A003970,柳州
0002a05,10,person,end,A003970,柳州
0002a05,15,person,start,A005221,少陵
0002a06,1,person,end,A005221,少陵
0002a07,10,place,start,PL40522,雞山
0002a07,11,place,end,PL40522,雞山
0003a03,2,place,start,PL39095,滇
0003a03,2,place,end,PL39095,滇
0003a07,1,place,start,PL9991,吳門
0003a07,2,place,end,PL9991,吳門
0003a07,6,person,start,A015180,陸翼
0003a07,7,person,end,A015180,陸翼
0005a03,3,place,start,PL23253,嵩
0005a03,3,place,end,PL23253,嵩
0005a03,5,place,start,PL42016,洛
0005a03,5,place,end,PL42016,洛
0005a03,7,place,start,PL43539,華
0005a03,7,place,end,PL43539,華
0005a03,9,place,start,PL42004,秦
0005a03,9,place,end,PL42004,秦
0005a04,1,place,start,PL28612,洞庭
0005a04,2,place,end,PL28612,洞庭
0005a04,4,place,start,PL18775,廬嶽
0005a04,5,place,end,PL18775,廬嶽
0005a04,7,place,start,PL11304,浙
0005a04,7,place,end,PL11304,浙
0005a04,10,place,start,PL13182,禹穴
0005a05,1,place,end,PL13182,禹穴
0006a04,7,place,start,PL39095,滇
0006a04,7,place,end,PL39095,滇
0006a04,9,place,start,PL40522,雞足山
0006a05,1,place,end,PL40522,雞足山
0007a01,3,place,start,PL39095,滇
0007a01,3,place,end,PL39095,滇
0007a01,11,place,start,PL39110,昆明
0007a01,12,place,end,PL39110,昆明
0009a04,3,person,start,A010540,范公
0009a04,4,person,end,A010540,范公
0009a04,7,place,start,PL39765,金江
0009a04,8,place,end,PL39765,金江
0013a04,1,place,start,PL7528,廣寧
0013a04,2,place,end,PL7528,廣寧
0013a04,3,person,start,A010537,王繼文
0013a04,5,person,end,A010537,王繼文
0015a02,1,place,start,PL40522,雞足山
0015a02,3,place,end,PL40522,雞足山
0015a03,9,place,start,PL39095,滇
0015a03,9,place,end,PL39095,滇
0016a03,4,place,start,PL39095,滇
0016a03,4,place,end,PL39095,滇
0016a03,5,place,start,PL37910,黔
0016a03,5,place,end,PL37910,黔
0016a03,9,place,start,PL40522,雞山
