lb,position,tag,type,key,name
0525a03,1,person,start,A000475,大慧普覺
0525a03,4,person,end,A000475,大慧普覺
0525a03,9,person,start,A008387,張浚
0525a03,10,person,end,A008387,張浚
0525a04,1,person,start,A001032,元叟端
0525a04,3,person,end,A001032,元叟端
0525a04,8,person,start,A007555,黃溍
0525a04,9,person,end,A007555,黃溍
0525a05,1,person,start,A000981,古鼎
0525a05,2,person,end,A000981,古鼎
0525a05,6,person,start,A007454,危素
0525a05,7,person,end,A007454,危素
0525a06,1,person,start,A001507,癡絕
0525a06,2,person,end,A001507,癡絕
0525a06,7,person,start,A022532,趙若琚
0525a06,9,person,end,A022532,趙若琚
0525a07,1,person,start,A015547,竺遠源公
0525a07,4,person,end,A015547,竺遠源公
0525a07,7,person,start,A007271,宋濂
0525a07,8,person,end,A007271,宋濂
0525a08,1,person,start,A015578,明辯正宗廣慧
0525a08,6,person,end,A015578,明辯正宗廣慧
0525a09,1,person,start,A000589,月江淨禪師圓照
0525a09,7,person,end,A000589,月江淨禪師圓照
0525a09,10,person,start,A009059,胡濙
0525a09,11,person,end,A009059,胡濙
0526a01,1,person,start,A003558,雙徑林
0526a01,3,person,end,A003558,雙徑林
0526a01,8,person,start,A003570,方九敘
0526a01,10,person,end,A003570,方九敘
0526a02,1,person,start,A008323,月亭得
0526a02,3,person,end,A008323,月亭得
0526a02,8,person,start,A004257,陸光祖
0526a02,10,person,end,A004257,陸光祖
0526a03,1,person,start,A009409,幻于
0526a03,2,person,end,A009409,幻于
0526a03,7,person,start,A001877,瞿汝稷
0526a03,9,person,end,A001877,瞿汝稷
0526a04,1,person,start,A000944,紫柏
0526a04,2,person,end,A000944,紫柏
0526a04,7,person,start,A001681,釋德清
0526a04,9,person,end,A001681,釋德清
0526a06,1,person,start,A008284,晦機熙
0526a06,3,person,end,A008284,晦機熙
0526a06,8,person,start,A008211,虞集
0526a06,9,person,end,A008211,虞集
0527a02,1,place,start,PL21445,汶上
0527a02,2,place,end,PL21445,汶上
0527a02,3,person,start,A004207,李燁然
0527a02,5,person,end,A004207,李燁然
0527a02,8,place,start,PL31778,海陽
0527a02,9,place,end,PL31778,海陽
0527a02,10,person,start,A021990,徐文龍
0527a02,12,person,end,A021990,徐文龍
0527a02,13,place,start,PL12513,鹿城
0527a02,14,place,end,PL12513,鹿城
0527a02,15,person,start,A020707,陳𢡟德
0527a02,17,person,end,A020707,陳𢡟德
0527a02,19,place,start,PL10125,虞山
0527a02,20,place,end,PL10125,虞山
0527a02,21,person,start,A020568,宋奎光
0527a02,23,person,end,A020568,宋奎光
0527a05,1,person,start,A000475,大慧普覺
0527a05,4,person,end,A000475,大慧普覺
0527a05,12,person,start,A008387,張浚
0527a05,13,person,end,A008387,張浚
0527a06,9,person,start,A000475,大慧禪師宗杲
0527a06,14,person,end,A000475,大慧禪師宗杲
0527a06,18,place,start,PL11848,徑山
0527a06,19,place,end,PL11848,徑山
0527a06,20,place,start,PL11773,明月堂
0527a07,1,place,end,PL11773,明月堂
0527a07,14,place,start,PL11773,妙喜菴
0527a07,16,place,end,PL11773,妙喜菴
0527a07,19,person,start,A000475,普覺
0527a07,20,person,end,A000475,普覺
0527a08,20,person,start,A008391,了賢
0527a08,21,person,end,A008391,了賢
0528a01,1,place,start,PL11848,徑山
0528a01,2,place,end,PL11848,徑山
0528a02,13,place,start,PL11773,妙喜庵
0528a02,15,place,end,PL11773,妙喜庵
0528a03,13,person,start,A000475,大慧
0528a03,14,person,end,A000475,大慧
0529a03,19,person,start,A003627,臨濟
0529a03,20,person,end,A003627,臨濟
0529a04,3,person,start,A004146,楊岐
0529a04,4,person,end,A004146,楊岐
0529a04,10,person,start,A001411,圜悟師克勤
0529a04,14,person,end,A001411,圜悟師克勤
0529a04,18,person,start,A000733,五祖演
0529a04,20,person,end,A000733,五祖演
0529a05,13,person,start,A001411,圜悟
0529a05,14,person,end,A001411,圜悟
0529a05,21,person,start,A000475,宗杲
0529a06,1,person,end,A000475,宗杲
0529a06,2,place,start,PL17083,宣州寧國
0529a06,5,place,end,PL17083,宣州寧國
0529a08,11,person,start,A008378,準湛堂
0529a08,13,person,end,A008378,準湛堂
0529a08,14,person,start,A008378,準
0529a08,14,person,end,A008378,準
0530a01,2,person,start,A001411,川勤
0530a01,3,person,end,A001411,川勤
0530a01,9,person,start,A001411,勤
0530a01,9,person,end,A001411,勤
0530a01,11,person,start,A001411,圜悟
0530a01,12,person,end,A001411,圜悟
0530a01,15,person,start,A008378,湛堂
0530a01,16,person,end,A008378,湛堂
0530a02,1,person,start,A001050,張公無盡
0530a02,4,person,end,A001050,張公無盡
0530a02,9,person,start,A001050,無盡
0530a02,10,person,end,A001050,無盡
0530a04,2,person,start,A000475,曇晦
0530a04,3,person,end,A000475,曇晦
0530a05,1,place,start,PL23467,京師
0530a05,2,place,end,PL23467,京師
0530a05,4,person,start,A001411,勤
0530a05,4,person,end,A001411,勤
0530a05,6,place,start,PL23315,天寧
0530a05,7,place,end,PL23315,天寧
0530a06,20,person,start,A000733,演和尚
0530a07,1,person,end,A000733,演和尚
0530a08,21,person,start,G000088,蘓張
0530a09,1,person,end,G000088,蘓張
0530a09,5,person,start,G000089,孫吳
0530a09,6,person,end,G000089,孫吳
0531a02,5,person,start,A008379,呂公舜徒
0531a02,8,person,end,A008379,呂公舜徒
0531a02,16,person,start,A000475,佛日
0531a02,17,person,end,A000475,佛日
0531a04,9,person,start,A001411,圜悟
0531a04,10,person,end,A001411,圜悟
