lb,position,tag,type,key,name
0669a03,2,person,start,A001081,梁翰林
0669a03,4,person,end,A001081,梁翰林
0673a07,11,person,start,A002174,仲尼
0673a07,12,person,end,A002174,仲尼
0673a08,26,person,start,A004896,灌頂
0673a08,27,person,end,A004896,灌頂
0673a08,31,person,start,A001263,縉雲威
0673a08,33,person,end,A001263,縉雲威
0673a09,4,person,start,A009596,東陽威
0673a09,6,person,end,A009596,東陽威
0673a09,11,person,start,A009605,左溪朗公
0673a09,14,person,end,A009605,左溪朗公
0673a09,18,person,start,A001307,荊溪然公
0673a09,21,person,end,A001307,荊溪然公
0673a09,22,person,start,A004896,頂公
0673a09,23,person,end,A004896,頂公
0674a01,24,person,start,G000045,二威
0674a01,25,person,end,G000045,二威
0674a02,5,person,start,A009605,左溪
0674a02,6,person,end,A009605,左溪
0674a02,16,person,start,A001307,荊溪
0674a02,17,person,end,A001307,荊溪
0674a02,34,person,start,A001307,荊溪
0674a03,1,person,end,A001307,荊溪
0675a01,24,place,start,PL45416,安定
0675a01,25,place,end,PL45416,安定
0675a01,26,person,start,A001081,梁肅
0675a01,27,person,end,A001081,梁肅
0675a06,24,place,start,PL48389,鶴林
0675a06,25,place,end,PL48389,鶴林
0676a02,2,person,start,A009599,慧文
0676a02,3,person,end,A009599,慧文
0676a02,4,person,start,A001711,慧思
0676a02,5,person,end,A001711,慧思
0676a02,22,person,start,A001301,天台大師
0676a02,25,person,end,A001301,天台大師
0676a02,29,person,start,A002402,身子
0676a02,30,person,end,A002402,身子
0676a02,31,person,start,A002868,善現
0676a02,32,person,end,A002868,善現
0676a03,3,person,start,A002433,帝堯
0676a03,4,person,end,A002433,帝堯
0676a03,5,person,start,A002434,大舜
0676a03,6,person,end,A002434,大舜
0676a03,11,person,start,A001482,龍樹
0676a03,12,person,end,A001482,龍樹
0676a03,17,person,start,A001711,南嶽
0676a03,18,person,end,A001711,南嶽
0676a06,19,person,start,A001428,慈氏
0676a06,20,person,end,A001428,慈氏
0677a03,26,person,start,A001301,智者
0677a03,27,person,end,A001301,智者
0677a03,34,person,start,A001307,湛然大師
0677a04,3,person,end,A001307,湛然大師
0677a05,1,person,start,A018080,普門子
0677a05,3,person,end,A018080,普門子
0677a07,17,person,start,A001307,湛然公
0677a07,19,person,end,A001307,湛然公
0677a08,19,place,start,PL9739,毘壇
0677a08,20,place,end,PL9739,毘壇
0677a08,24,place,start,PL14664,國清
0677a08,25,place,end,PL14664,國清
0678a04,16,person,start,A018080,普
0678a04,16,person,end,A018080,普
0678a05,25,person,start,A018080,普門子
0678a05,27,person,end,A018080,普門子
0679a01,26,person,start,A001301,智者大師
0679a01,29,person,end,A001301,智者大師
0679a03,8,person,start,A004896,灌頂
0679a03,9,person,end,A004896,灌頂
0679a03,10,person,start,A004896,頂公
0679a03,11,person,end,A004896,頂公
0679a04,1,person,start,A001263,法華威
0679a04,3,person,end,A001263,法華威
0679a04,4,person,start,A001263,威公
0679a04,5,person,end,A001263,威公
0679a04,14,person,start,A009596,天宮威
0679a04,16,person,end,A009596,天宮威
0679a04,17,person,start,A009596,威公
0679a04,18,person,end,A009596,威公
0679a04,28,person,start,A009605,左溪玄朗
0679a04,31,person,end,A009605,左溪玄朗
0679a04,32,person,start,A009605,朗公
0679a04,33,person,end,A009605,朗公
0679a05,19,person,start,A001307,湛然
0679a05,20,person,end,A001307,湛然
0679a05,21,person,start,A001307,然公
0679a05,22,person,end,A001307,然公
0679a05,29,person,start,A009605,左谿
0679a05,30,person,end,A009605,左谿
0680a03,1,person,start,A017541,崔尚
0680a03,2,person,end,A017541,崔尚
0680a03,3,place,start,PL14726,桐柏觀
0680a03,5,place,end,PL14726,桐柏觀
0680a03,8,place,start,PL13440,桐柏山
0680a03,10,place,end,PL13440,桐柏山
0680a04,5,place,start,PL14726,金庭宮
0680a04,7,place,end,PL14726,金庭宮
0680a04,12,person,start,A011267,喬子晉
0680a04,14,person,end,A011267,喬子晉
0680a05,5,place,start,PL14726,桐柏
0680a05,6,place,end,PL14726,桐柏
0680a06,1,person,start,A011218,司馬煉師
0680a06,4,person,end,A011218,司馬煉師
0680a06,18,place,start,PL14726,桐柏觀
0680a06,20,place,end,PL14726,桐柏觀
0681a01,27,place,start,PL14577,始豐
0681a01,28,place,end,PL14577,始豐
0681a02,1,place,start,PL13448,剡川
0681a02,2,place,end,PL13448,剡川
0681a02,16,place,start,PL55457,蓬萊
0681a02,17,place,end,PL55457,蓬萊
0681a04,13,place,start,PL14442,三井
0681a04,14,place,end,PL14442,三井
0681a06,19,person,start,A011218,練師
0681a06,20,person,end,A011218,練師
0681a07,2,person,start,A016985,晁待制
0681a07,4,person,end,A016985,晁待制
0681a07,15,place,start,PL14411,天台
0681a07,16,place,end,PL14411,天台
0681a07,17,person,start,A001301,智者大師
