lb,position,tag,type,key,name
0003a02,1,person,start,A003079,普賢菩薩
0003a02,4,person,end,A003079,普賢菩薩
0003a02,22,person,start,A002799,善逝
0003a02,23,person,end,A002799,善逝
0003a02,30,person,start,A004206,遮那
0003a02,31,person,end,A004206,遮那
0003a03,31,place,start,PL36087,大光明山
0003a04,2,place,end,PL36087,大光明山
0003a05,15,place,start,PL36087,峨眉
0003a05,16,place,end,PL36087,峨眉
0003a05,21,place,start,PL36087,大光明
0003a05,23,place,end,PL36087,大光明
0003a07,14,place,start,PL55497,光明山
0003a07,16,place,end,PL55497,光明山
0003a08,3,person,start,A019596,賢勝
0003a08,4,person,end,A019596,賢勝
0003a08,26,person,start,A002799,如來
0003a08,27,person,end,A002799,如來
0003a08,29,place,start,PL48207,天竺
0003a08,30,place,end,PL48207,天竺
0003a09,1,place,start,PL48266,摩竭提國
0003a09,4,place,end,PL48266,摩竭提國
0003a09,25,place,start,PL48247,菩提場
0003a09,27,place,end,PL48247,菩提場
0003a10,5,place,start,PL48254,普光明殿
0003a10,8,place,end,PL48254,普光明殿
0003a10,14,place,start,PL48247,菩提場
0003a10,16,place,end,PL48247,菩提場
0003a12,13,place,start,PL83,震旦國
0003a12,15,place,end,PL83,震旦國
0003a12,17,place,start,PL36087,峨眉
0003a12,18,place,end,PL36087,峨眉
0003a12,20,place,start,PL83,中國
0003a12,21,place,end,PL83,中國
0003a12,32,person,start,A019596,賢勝
0004a01,1,person,end,A019596,賢勝
0004a01,7,person,start,A003079,普賢
0004a01,8,person,end,A003079,普賢
0004a01,10,person,start,A003079,普賢
0004a01,11,person,end,A003079,普賢
0004a01,14,person,start,A003079,徧吉
0004a01,15,person,end,A003079,徧吉
0004a01,20,person,start,A019596,賢勝
0004a01,21,person,end,A019596,賢勝
0004a02,13,person,start,A003079,普賢
0004a02,14,person,end,A003079,普賢
0004a03,5,person,start,A003079,普賢菩薩
0004a03,8,person,end,A003079,普賢菩薩
0004a05,10,person,start,A003079,普賢
0004a05,11,person,end,A003079,普賢
0004a08,12,person,start,A007249,善財
0004a08,13,person,end,A007249,善財
0004a08,15,place,start,PL55869,華藏
0004a08,16,place,end,PL55869,華藏
0004a08,27,place,start,PL55477,西方極樂世界
0004a08,32,place,end,PL55477,西方極樂世界
0005a02,7,place,start,PL36087,峨眉山
0005a02,9,place,end,PL36087,峨眉山
0005a05,30,person,start,A008871,千歲寶掌
0005a06,1,person,end,A008871,千歲寶掌
0005a06,21,person,start,A008887,蒲公
