lb,position,tag,type,key,name
0003a01,3,place,start,PL17279,黃檗山
0003a01,5,place,end,PL17279,黃檗山
0003a02,1,place,start,PL17279,黃檗
0003a02,2,place,end,PL17279,黃檗
0003a02,7,place,start,PL83,震旦
0003a02,8,place,end,PL83,震旦
0003a02,11,place,start,PL48403,鹿苑
0003a02,12,place,end,PL48403,鹿苑
0003a02,13,place,start,PL48268,鷲峰
0003a02,14,place,end,PL48268,鷲峰
0003a06,11,person,start,A004579,一菴
0003a06,12,person,end,A004579,一菴
0003a07,3,person,start,A004579,一菴
0003a07,4,person,end,A004579,一菴
0003a07,23,person,start,A004579,一菴
0003a07,24,person,end,A004579,一菴
0003a09,7,person,start,A004579,一菴
0003a09,8,person,end,A004579,一菴
0004a01,18,person,start,A002174,宣聖
0004a01,19,person,end,A002174,宣聖
0004a03,15,person,start,A004579,一菴
0004a03,16,person,end,A004579,一菴
0004a05,2,place,start,PL17279,黃檗
0004a05,3,place,end,PL17279,黃檗
0004a05,5,person,start,A004579,一菴
0004a05,6,person,end,A004579,一菴
0004a05,8,place,start,PL30829,會城
0004a05,9,place,end,PL30829,會城
0004a08,26,person,start,A004579,一菴
0004a09,1,person,end,A004579,一菴
0004a10,6,place,start,PL17494,福清縣
0004a10,8,place,end,PL17494,福清縣
0004a10,11,place,start,PL2107,保定
0004a10,12,place,end,PL2107,保定
0004a10,13,person,start,A004810,張縉雲
0004a10,15,person,end,A004810,張縉雲
0005a01,1,place,start,PL17360,黃檗
0005a01,2,place,end,PL17360,黃檗
0005a02,2,place,start,PL83,赤縣神州
0005a02,5,place,end,PL83,赤縣神州
0005a02,18,place,start,PL17494,玉融
0005a02,19,place,end,PL17494,玉融
0005a02,20,place,start,PL17279,黃檗
0005a02,21,place,end,PL17279,黃檗
0005a02,23,person,start,A003667,唐宣宗
0005a02,25,person,end,A003667,唐宣宗
0005a03,7,person,start,A004634,江淹
0005a03,8,person,end,A004634,江淹
0005a03,10,place,start,PL18323,閩
0005a03,10,place,end,PL18323,閩
0005a03,15,person,start,A003624,裴丞相
0005a03,17,person,end,A003624,裴丞相
0005a03,23,person,start,A000490,斷際
0005a03,24,person,end,A000490,斷際
0005a03,25,person,start,A003586,朱夫子
0005a04,1,person,end,A003586,朱夫子
0005a04,7,person,start,A003688,悟公
0005a04,8,person,end,A003688,悟公
0005a04,11,person,start,A003620,正幹
0005a04,12,person,end,A003620,正幹
0005a04,15,place,start,PL30578,曹溪
0005a04,16,place,end,PL30578,曹溪
0005a04,19,person,start,A000490,希運
0005a04,20,person,end,A000490,希運
0005a04,23,person,start,A003627,臨濟
0005a04,24,person,end,A003627,臨濟
0005a04,25,person,start,A003636,懶庵老禪
0005a05,2,person,end,A003636,懶庵老禪
0005a05,5,place,start,PL28694,大溈
0005a05,6,place,end,PL28694,大溈
0005a05,12,place,start,PL17203,長慶
0005a05,13,place,end,PL17203,長慶
0005a05,14,person,start,A003664,月輪尊宿
0005a05,17,person,end,A003664,月輪尊宿
0005a05,20,person,start,A003669,善會
0005a05,21,person,end,A003669,善會
0005a05,25,place,start,PL18628,豫章
0005a05,26,place,end,PL18628,豫章
0005a06,1,place,start,PL19852,撫州
0005a06,2,place,end,PL19852,撫州
0005a06,19,person,start,A003693,神皇
0005a06,20,person,end,A003693,神皇
0005a06,23,person,start,A003694,賢相
0005a06,24,person,end,A003694,賢相
0005a07,1,person,start,A003653,吳尚書忠烈
0005a07,5,person,end,A003653,吳尚書忠烈
0005a07,10,person,start,A004934,錢相國希聲
0005a07,14,person,end,A004934,錢相國希聲
0005a07,21,person,start,A003691,鏡源大士
0005a07,24,person,end,A003691,鏡源大士
0005a08,5,person,start,A001873,隱元國師
0005a08,8,person,end,A001873,隱元國師
0005a08,9,place,start,PL48429,扶桑
0005a08,10,place,end,PL48429,扶桑
0005a08,13,person,start,A004939,象崖古德
0005a08,16,person,end,A004939,象崖古德
0005a08,18,place,start,PL34319,黃檗
0005a08,19,place,end,PL34319,黃檗
0005a08,21,place,start,PL34728,蠶叢
0005a08,22,place,end,PL34728,蠶叢
0005a08,23,person,start,A004079,南菴闍黎
0005a08,26,person,end,A004079,南菴闍黎
0005a09,5,place,start,PL8891,建業
0005a09,6,place,end,PL8891,建業
0005a10,26,person,start,A001873,隱
0005a10,26,person,end,A001873,隱
0006a01,14,person,start,A004579,暹
0006a01,14,person,end,A004579,暹
0006a01,25,place,start,PL17360,黃檗
0006a01,26,place,end,PL17360,黃檗
0006a04,1,person,start,A004810,玉波張老明府大護法
0006a04,9,person,end,A004810,玉波張老明府大護法
0006a07,12,person,start,A004622,蘭翁大和尚
0006a07,16,person,end,A004622,蘭翁大和尚
0006a09,15,person,start,A004579,一菴達光道暹
0006a09,20,person,end,A004579,一菴達光道暹
0007a01,1,place,start,PL17360,黃檗山
0007a01,3,place,end,PL17360,黃檗山
0007a02,1,place,start,PL17279,檗山
0007a02,2,place,end,PL17279,檗山
0007a02,4,place,start,PL17494,玉融
0007a02,5,place,end,PL17494,玉融
0007a02,9,place,start,PL17360,萬福
0007a02,10,place,end,PL17360,萬福
0007a02,19,person,start,A003667,唐宣宗
0007a02,21,person,end,A003667,唐宣宗
0007a03,4,person,start,A003694,葉相國
0007a03,6,person,end,A003694,葉相國
0007a04,5,person,start,A004622,馥
0007a04,5,person,end,A004622,馥
0007a05,11,person,start,A003694,葉相國
0007a05,13,person,end,A003694,葉相國
0007a05,16,person,start,A004945,旭溟老先生
0007a05,20,person,end,A004945,旭溟老先生
0007a05,22,place,start,PL17270,逕江
0007a05,23,place,end,PL17270,逕江
0007a05,24,person,start,A004946,林鎮先生
0007a06,3,person,end,A004946,林鎮先生
0007a06,5,place,start,PL17593,莆陽
0007a06,6,place,end,PL17593,莆陽
0007a06,7,person,start,A003676,心鑑周公
0007a06,10,person,end,A003676,心鑑周公
0007a07,4,person,start,A004622,馥
0007a07,4,person,end,A004622,馥
0007a07,9,person,start,A004604,界陽
0007a07,10,person,end,A004604,界陽
0007a07,11,person,start,A004947,心存
0007a07,12,person,end,A004947,心存
0007a07,13,person,start,A004600,繼宗
0007a07,14,person,end,A004600,繼宗
0007a07,15,person,start,A004948,繼芳
0007a07,16,person,end,A004948,繼芳
0007a08,7,person,start,A004622,馥
0007a08,7,person,end,A004622,馥
0007a09,4,person,start,A004945,旭
0007a09,4,person,end,A004945,旭
0007a09,10,person,start,A004622,馥
0007a09,10,person,end,A004622,馥
0007a10,16,person,start,A004810,玉波張明府大護法
0007a10,23,person,end,A004810,玉波張明府大護法
0008a01,18,person,start,A004949,丁官皪
0008a01,20,person,end,A004949,丁官皪
0008a01,21,person,start,A004950,徐士魁
0008a01,23,person,end,A004950,徐士魁
0008a01,24,person,start,A004951,李廷芳
0008a01,26,person,end,A004951,李廷芳
0008a02,1,person,start,A004952,鄭士忠
0008a02,3,person,end,A004952,鄭士忠
0008a04,3,person,start,A004953,宏心
0008a04,4,person,end,A004953,宏心
0008a05,2,person,start,A004810,張明府
0008a05,4,person,end,A004810,張明府
0008a05,23,person,start,A004810,張公
0008a05,24,person,end,A004810,張公
0008a06,4,person,start,A004622,馥
0008a06,4,person,end,A004622,馥
0008a08,25,person,start,A001873,隱元國師
0008a09,3,person,end,A001873,隱元國師
0009a02,13,place,start,PL17360,檗山
0009a02,14,place,end,PL17360,檗山
