lb,position,tag,type,key,name
0443a08,12,place,start,PL5250,五臺
0443a08,13,place,end,PL5250,五臺
0443a08,14,place,start,PL36087,峨眉
0443a08,15,place,end,PL36087,峨眉
0443a08,16,place,start,PL16725,九華
0443a08,17,place,end,PL16725,九華
0443a09,4,place,start,PL40522,雞足山
0443a09,6,place,end,PL40522,雞足山
0444a09,1,place,start,PL40533,華首
0444a09,2,place,end,PL40533,華首
0445a01,1,place,start,PL40533,華首門
0445a01,3,place,end,PL40533,華首門
0445a02,6,place,start,PL40770,眼藥水
0445a02,8,place,end,PL40770,眼藥水
0445a03,13,person,start,A010543,小沈
0445a03,14,person,end,A010543,小沈
0445a05,8,person,start,A010543,沈
0445a05,8,person,end,A010543,沈
0445a05,12,place,start,PL40533,華首門
0445a05,14,place,end,PL40533,華首門
0445a06,1,person,start,A010543,沈
0445a06,1,person,end,A010543,沈
0445a08,3,place,start,PL40893,土主
0445a08,4,place,end,PL40893,土主
0445a09,3,place,start,PL40892,靈山一會坊
0445a09,7,place,end,PL40892,靈山一會坊
0445a09,10,place,start,PL40893,土主廟
0445a09,12,place,end,PL40893,土主廟
0445a09,17,place,start,PL40874,迦葉殿
0445a09,19,place,end,PL40874,迦葉殿
0446a07,13,place,start,PL40510,沙址
0446a07,14,place,end,PL40510,沙址
0447a02,3,place,start,PL40458,大理府
0447a02,5,place,end,PL40458,大理府
0448a03,3,place,start,PL40533,華首門
0448a03,5,place,end,PL40533,華首門
0448a03,11,place,start,PL40736,獅子林
0448a03,13,place,end,PL40736,獅子林
0448a05,14,place,start,PL40617,收蛇洞
0448a05,16,place,end,PL40617,收蛇洞
0448a06,13,place,start,PL40556,皷山
0448a06,14,place,end,PL40556,皷山
0448a09,1,place,start,PL40522,雞足山
0448a09,3,place,end,PL40522,雞足山
0448a09,15,person,start,A002188,迦葉
0448a09,16,person,end,A002188,迦葉
0449a02,19,place,start,PL40911,悉檀寺
0449a03,2,place,end,PL40911,悉檀寺
0449a03,4,place,start,PL40798,大龍潭
0449a03,6,place,end,PL40798,大龍潭
0449a04,13,place,start,PL41263,赤石崖
0449a04,15,place,end,PL41263,赤石崖
0449a04,17,place,start,PL40930,石鐘寺
0449a04,19,place,end,PL40930,石鐘寺
0449a06,4,place,start,PL40937,龍泉庵
0449a06,6,place,end,PL40937,龍泉庵
0449a06,9,place,start,PL40799,小龍潭
0449a06,11,place,end,PL40799,小龍潭
0449a06,12,place,start,PL40732,天池山
0449a06,14,place,end,PL40732,天池山
0449a07,12,place,start,PL41393,華藏洞
0449a07,14,place,end,PL41393,華藏洞
0450a01,3,place,start,PL40442,洱海
0450a01,4,place,end,PL40442,洱海
0450a02,1,place,start,PL40743,河子孔
0450a02,3,place,end,PL40743,河子孔
0450a02,9,place,start,PL40529,金母山
0450a02,11,place,end,PL40529,金母山
0450a03,8,place,start,PL40744,雪陰橋
0450a03,10,place,end,PL40744,雪陰橋
0450a03,12,place,start,PL41269,賓川
0450a03,13,place,end,PL41269,賓川
0450a04,18,place,start,PL40743,孔
0450a04,18,place,end,PL40743,孔
0450a06,1,place,start,PL40462,大理
0450a06,2,place,end,PL40462,大理
0450a06,4,place,start,PL40442,海
0450a06,4,place,end,PL40442,海
0450a06,8,place,start,PL40442,洱海
0450a06,9,place,end,PL40442,洱海
0450a08,5,place,start,PL40442,洱海
0450a08,6,place,end,PL40442,洱海
0450a09,12,place,start,PL40442,洱海
0450a09,13,place,end,PL40442,洱海
0451a03,5,person,start,A002188,迦葉尊者
0451a03,8,person,end,A002188,迦葉尊者
0451a03,10,place,start,PL41356,大理點蒼山
0451a03,14,place,end,PL41356,大理點蒼山
0451a03,16,place,start,PL40522,鷄足
0451a03,17,place,end,PL40522,鷄足
0451a03,19,place,start,PL40442,洱海
0451a04,1,place,end,PL40442,洱海
0451a04,4,place,start,PL55767,蓮花曲
0451a04,6,place,end,PL55767,蓮花曲
0451a09,5,place,start,PL21580,泰岱
0451a09,6,place,end,PL21580,泰岱
0452a02,1,place,start,PL39723,西域雪山
0452a02,4,place,end,PL39723,西域雪山
0452a02,19,place,start,PL39723,雪山
0452a03,1,place,end,PL39723,雪山
0452a05,1,place,start,PL40442,西洱海
0452a05,3,place,end,PL40442,西洱海
0452a05,12,place,start,PL41356,蒼山
0452a05,13,place,end,PL41356,蒼山
0452a09,1,place,start,PL40522,鷄山
0452a09,2,place,end,PL40522,鷄山
0453a02,1,place,start,PL40524,鷄山正峯
0453a02,4,place,end,PL40524,鷄山正峯
0453a05,1,place,start,PL40533,華首
0453a05,2,place,end,PL40533,華首
0453a06,1,place,start,PL40533,華首門
0453a06,3,place,end,PL40533,華首門
0453a09,1,place,start,PL41356,蒼山
0453a09,2,place,end,PL41356,蒼山
0454a01,1,place,start,PL41356,點蒼山
0454a01,3,place,end,PL41356,點蒼山
0454a02,5,place,start,PL40458,榆城
0454a02,6,place,end,PL40458,榆城
0454a03,12,place,start,PL40522,鷄足
0454a03,13,place,end,PL40522,鷄足
0454a05,1,place,start,PL40442,洱海
0454a05,2,place,end,PL40442,洱海
0454a06,1,place,start,PL40442,洱水
0454a06,2,place,end,PL40442,洱水
0454a06,6,place,start,PL41356,點蒼
0454a06,7,place,end,PL41356,點蒼
0454a07,12,place,start,PL40522,鷄山
0454a07,13,place,end,PL40522,鷄山
0455a01,1,place,start,PL40940,尊勝塔院
0455a01,4,place,end,PL40940,尊勝塔院
0455a01,6,place,start,PL40528,文筆山
0455a01,8,place,end,PL40528,文筆山
0455a05,1,place,start,PL40522,雞山
0455a05,2,place,end,PL40522,雞山
0455a07,11,person,start,A004531,陶弘景
0455a07,13,person,end,A004531,陶弘景
0455a09,11,place,start,PL40936,玉龍瀑
0455a09,13,place,end,PL40936,玉龍瀑
0456a04,1,place,start,PL40735,九重崖
0456a04,3,place,end,PL40735,九重崖
0456a05,13,place,start,PL40569,羅漢壁
0456a05,15,place,end,PL40569,羅漢壁
0456a05,17,place,start,PL40735,九重崖
0456a05,19,place,end,PL40735,九重崖
0457a02,5,place,start,PL40462,南中
0457a02,6,place,end,PL40462,南中
0457a02,7,place,start,PL100,蜀
0457a02,7,place,end,PL100,蜀
0457a03,12,person,start,A013638,陸賈
0457a03,13,person,end,A013638,陸賈
0457a03,18,person,start,A013637,唐蒙
0457a04,1,person,end,A013637,唐蒙
0457a04,5,person,start,A016601,稽含
0457a04,6,person,end,A016601,稽含
0457a06,15,place,start,PL40522,雞山
0457a06,16,place,end,PL40522,雞山
0458a02,2,place,start,PL40727,木香坪
0458a02,4,place,end,PL40727,木香坪
0458a05,2,place,start,PL40989,西竺寺
0458a05,4,place,end,PL40989,西竺寺
0458a08,2,place,start,PL41068,補處庵
0458a08,4,place,end,PL41068,補處庵
0458a09,11,place,start,PL31941,廣西
0458a09,12,place,end,PL31941,廣西
0458a09,15,person,start,A012221,如正
0458a09,16,person,end,A012221,如正
0459a03,2,place,start,PL41119,慧燈庵
0459a03,4,place,end,PL41119,慧燈庵
0459a06,2,place,start,PL40874,迦葉殿
0459a06,4,place,end,PL40874,迦葉殿
0459a07,1,place,start,PL40879,土地廟
0459a07,3,place,end,PL40879,土地廟
0459a09,2,place,start,PL41160,大悲閣
0459a09,4,place,end,PL41160,大悲閣
0460a05,2,place,start,PL41049,銅佛殿
0460a05,4,place,end,PL41049,銅佛殿
0460a09,6,place,start,PL40533,華首門
0460a09,8,place,end,PL40533,華首門
0461a02,2,place,start,PL40607,真武洞
0461a02,4,place,end,PL40607,真武洞
0461a05,2,place,start,PL41033,傳衣寺
0461a05,4,place,end,PL41033,傳衣寺
0462a02,2,place,start,PL40773,曹溪水
0462a02,4,place,end,PL40773,曹溪水
0462a05,2,place,start,PL41210,松月阿
0462a05,4,place,end,PL41210,松月阿
0462a08,2,place,start,PL40874,迦葉殿
0462a08,4,place,end,PL40874,迦葉殿
0463a02,2,place,start,PL41168,安心處
0463a02,4,place,end,PL41168,安心處
0463a02,10,person,start,A013643,印宗
0463a02,11,person,end,A013643,印宗
0463a06,7,place,start,PL40874,迦葉殿
0463a06,9,place,end,PL40874,迦葉殿
0463a08,2,place,start,PL40675,金剛石
0463a08,4,place,end,PL40675,金剛石
0463a08,6,place,start,PL40697,龍吟壑
0463a08,8,place,end,PL40697,龍吟壑
0464a01,2,place,start,PL40753,暗香泉
0464a01,4,place,end,PL40753,暗香泉
0464a03,6,place,start,PL40907,九蓮寺寄寄齋
0464a03,11,place,end,PL40907,九蓮寺寄寄齋
0464a03,18,place,start,PL40522,鷄山
0464a03,19,place,end,PL40522,鷄山
0464a06,6,place,start,PL40944,古雪齋
0464a06,8,place,end,PL40944,古雪齋
0465a01,2,place,start,PL40727,木香坪
0465a01,4,place,end,PL40727,木香坪
0465a03,2,place,start,PL40533,華首門
0465a03,4,place,end,PL40533,華首門
0465a03,7,place,start,PL40666,袈裟石
0465a03,9,place,end,PL40666,袈裟石
0465a06,18,place,start,PL41042,大覺寺
0465a07,1,place,end,PL41042,大覺寺
0465a07,2,place,start,PL40996,龍華寺
0465a07,4,place,end,PL40996,龍華寺
0465a07,5,place,start,PL40554,白花山
0465a07,7,place,end,PL40554,白花山
0465a07,9,place,start,PL41033,傳衣寺
0465a07,11,place,end,PL41033,傳衣寺
0467a01,1,place,start,PL39095,滇
0467a01,1,place,end,PL39095,滇
0467a07,2,place,start,PL40569,羅漢壁
0467a07,4,place,end,PL40569,羅漢壁
0467a07,5,place,start,PL40736,獅子林
0467a07,7,place,end,PL40736,獅子林
0467a07,20,place,start,PL55436,西番
0467a08,1,place,end,PL55436,西番
0467a08,8,place,start,PL48207,天竺
0467a08,9,place,end,PL48207,天竺
0468a06,3,place,start,PL39095,滇
0468a06,3,place,end,PL39095,滇
0470a05,14,place,start,PL34655,蜀
0470a05,14,place,end,PL34655,蜀
0471a03,2,place,start,PL40863,上倉湖
0471a03,4,place,end,PL40863,上倉湖
0473a06,7,place,start,PL23253,嵩
0473a06,7,place,end,PL23253,嵩
0473a07,17,place,start,PL40522,雞山
0473a07,18,place,end,PL40522,雞山
0474a01,2,place,start,PL41026,華嚴寺
0474a01,4,place,end,PL41026,華嚴寺
0474a04,3,person,start,A007207,慈聖宣文明肅皇太后
0474a04,11,person,end,A007207,慈聖宣文明肅皇太后
0475a01,1,person,start,A007207,慈聖宣文明肅貞壽端獻皇太后
0475a01,13,person,end,A007207,慈聖宣文明肅貞壽端獻皇太后
0475a01,15,place,start,PL41042,大覺寺
0475a01,17,place,end,PL41042,大覺寺
0476a02,16,person,start,A013650,陳相傳
