lb,position,tag,type,key,name
a003a02,1,place,start,PL17897,泉南
a003a02,2,place,end,PL17897,泉南
a003a03,1,place,start,PL17793,開元
a003a03,2,place,end,PL17793,開元
a004a02,11,person,start,A003581,許列
a004a02,12,person,end,A003581,許列
a004a03,6,person,start,A003579,夢觀氏
a004a03,8,person,end,A003579,夢觀氏
a004a04,11,person,start,A003579,夢觀氏
a004a04,13,person,end,A003579,夢觀氏
a005a03,2,person,start,A003582,止止陳公
a005a03,5,person,end,A003582,止止陳公
a005a04,11,place,start,PL17897,温陵
a005a04,12,place,end,PL17897,温陵
a005a05,5,place,start,PL17793,紫雲
a005a05,6,place,end,PL17793,紫雲
a005a06,14,place,start,PL17793,紫雲
a005a06,15,place,end,PL17793,紫雲
a005a07,12,person,start,A003583,季弢黃公
a005a07,15,person,end,A003583,季弢黃公
a006a01,11,person,start,A003584,二雲曾公
a006a01,14,person,end,A003584,二雲曾公
a006a03,4,place,start,PL11305,浙
a006a03,4,place,end,PL11305,浙
a006a03,6,place,start,PL17106,閩
a006a03,6,place,end,PL17106,閩
a006a03,14,person,start,A003585,幼心傅公
a006a04,2,person,end,A003585,幼心傅公
a006a04,13,place,start,PL17193,皷山
a006a04,14,place,end,PL17193,皷山
a006a05,6,place,start,PL17193,皷山
a006a05,7,place,end,PL17193,皷山
a006a07,6,person,start,A003582,陳氏
a006a07,7,person,end,A003582,陳氏
a007a07,15,place,start,PL17897,温陵
a008a01,1,place,end,PL17897,温陵
a008a07,1,place,start,PL17193,皷山
a008a07,2,place,end,PL17193,皷山
a008a07,3,person,start,A000135,釋元賢
a008a07,5,person,end,A000135,釋元賢
a009a02,2,place,start,PL17897,泉南佛國
a009a02,5,place,end,PL17897,泉南佛國
a009a04,4,place,start,PL17897,泉南
a009a04,5,place,end,PL17897,泉南
a009a04,15,place,start,PL17793,開元
a009a04,16,place,end,PL17793,開元
a009a06,12,person,start,A002144,文殊
a009a06,13,person,end,A002144,文殊
a009a08,15,place,start,PL56922,海濱鄒魯
a009a08,18,place,end,PL56922,海濱鄒魯
a009a09,14,place,start,PL17793,開元寺
a009a09,16,place,end,PL17793,開元寺
a010a01,18,place,start,PL17793,開元
a010a02,1,place,end,PL17793,開元
a010a05,7,person,start,A003587,圓瑛法師
a010a05,10,person,end,A003587,圓瑛法師
a010a06,6,place,start,PL56225,南洋
a010a06,7,place,end,PL56225,南洋
a010a06,8,place,start,PL49620,星洲
a010a06,9,place,end,PL49620,星洲
a010a06,12,person,start,A003588,轉道和尚
a010a06,15,person,end,A003588,轉道和尚
a010a07,2,person,start,A003589,轉物大師
a010a07,5,person,end,A003589,轉物大師
a010a07,17,place,start,PL17793,開元
a010a07,18,place,end,PL17793,開元
a010a08,4,person,start,A003588,轉道和尚
a010a08,7,person,end,A003588,轉道和尚
a010a08,9,place,start,PL17107,泉
a010a08,9,place,end,PL17107,泉
a010a08,15,place,start,PL17793,紫雲
a010a08,16,place,end,PL17793,紫雲
a010a09,2,place,start,PL17793,開元
a010a09,3,place,end,PL17793,開元
a010a09,12,person,start,A003587,圓師
a010a09,13,person,end,A003587,圓師
a011a01,14,person,start,A003587,圓師
a011a01,15,person,end,A003587,圓師
a011a01,17,person,start,A003589,物師
a011a01,18,person,end,A003589,物師
a011a03,7,place,start,PL17107,泉
a011a03,7,place,end,PL17107,泉
a011a04,6,person,start,A003587,圓師
a011a04,7,person,end,A003587,圓師
a011a05,7,place,start,PL17793,開元
a011a05,8,place,end,PL17793,開元
a011a05,10,person,start,A003593,黃守恭長者
a011a05,14,person,end,A003593,黃守恭長者
a011a06,8,place,start,PL17793,紫雲
a011a06,9,place,end,PL17793,紫雲
a011a07,13,person,start,A003595,黃孫哲先生
a011a07,17,person,end,A003595,黃孫哲先生
a011a08,1,person,start,A003598,黃祝堂老先生
a011a08,6,person,end,A003598,黃祝堂老先生
a011a08,13,place,start,PL17540,鼓浪嶼
a011a08,15,place,end,PL17540,鼓浪嶼
a011a08,18,person,start,A003600,黃仲訓
a011a09,2,person,end,A003600,黃仲訓
a011a09,3,person,start,A003604,黃奕註
a011a09,5,person,end,A003604,黃奕註
a011a09,6,person,start,A003606,黃秀烺
a011a09,8,person,end,A003606,黃秀烺
a012a01,7,person,start,A003600,仲訓先生
a012a01,10,person,end,A003600,仲訓先生
a012a01,16,person,start,A003587,圓師
a012a01,17,person,end,A003587,圓師
a012a02,11,person,start,A003609,仲讚
a012a02,12,person,end,A003609,仲讚
a012a03,4,person,start,A003604,奕註先生
a012a03,7,person,end,A003604,奕註先生
a012a03,10,place,start,PL17797,東塔
a012a03,11,place,end,PL17797,東塔
a012a03,12,person,start,A003606,秀烺先生
a012a03,15,person,end,A003606,秀烺先生
a012a04,15,person,start,A003587,圓師
a012a04,16,person,end,A003587,圓師
a012a05,4,person,start,A003621,傅維早工程師
a012a05,9,person,end,A003621,傅維早工程師
a012a06,1,place,start,PL56225,南洋
a012a06,2,place,end,PL56225,南洋
a012a07,7,person,start,A003600,仲訓先生
a012a07,10,person,end,A003600,仲訓先生
a012a08,16,person,start,A003587,圓師
a012a08,17,person,end,A003587,圓師
a012a09,15,place,start,PL17793,開元
a012a09,16,place,end,PL17793,開元
a013a06,1,place,start,PL18521,古田
a013a06,2,place,end,PL18521,古田
a013a06,3,person,start,A003587,吳亨春
a013a06,5,person,end,A003587,吳亨春
a013a06,8,place,start,PL12152,甬江
a013a06,9,place,end,PL12152,甬江
a015a02,1,place,start,PL17152,福州
a015a02,2,place,end,PL17152,福州
a015a02,3,place,start,PL17193,皷山
a015a02,4,place,end,PL17193,皷山
a015a02,5,place,start,PL17195,湧泉禪寺
a015a02,8,place,end,PL17195,湧泉禪寺
a015a02,11,person,start,A000135,元賢
a015a02,12,person,end,A000135,元賢
a015a05,11,place,start,PL17897,泉南佛國
a015a05,14,place,end,PL17897,泉南佛國
a015a06,7,place,start,PL17793,開元
a015a06,8,place,end,PL17793,開元
a016a01,4,person,start,A003593,黃守恭
a016a01,6,person,end,A003593,黃守恭
a016a01,16,person,start,A003593,恭
a016a01,16,person,end,A003593,恭
a016a04,6,person,start,A003622,匡護
a016a04,7,person,end,A003622,匡護
a016a04,16,place,start,PL17793,興教寺
a016a04,18,place,end,PL17793,興教寺
a016a05,7,place,start,PL17793,龍興
a016a05,8,place,end,PL17793,龍興
a016a07,1,place,start,PL17793,開元
a016a07,2,place,end,PL17793,開元
a016a08,13,person,start,A003625,劉鑑義
a016a08,15,person,end,A003625,劉鑑義
a016a08,18,place,start,PL56923,福建行省
a016a09,3,place,end,PL56923,福建行省
a016a09,6,person,start,A003626,伯顏
a016a09,7,person,end,A003626,伯顏
a016a09,18,place,start,PL17793,大開元萬壽禪寺
a017a01,6,place,end,PL17793,大開元萬壽禪寺
a017a01,11,person,start,A000471,玅恩
a017a01,12,person,end,A000471,玅恩
a017a02,11,person,start,A003630,契祖
a017a02,12,person,end,A003630,契祖
a017a06,1,person,start,A003672,高祖皇帝
a017a06,4,person,end,A003672,高祖皇帝
a017a06,7,person,start,A003640,正映
a017a06,8,person,end,A003640,正映
a017a06,12,person,start,A003640,映
a017a06,12,person,end,A003640,映
a018a02,17,person,start,A003642,黃公文炳
a018a03,2,person,end,A003642,黃公文炳
a018a05,11,person,start,A003622,匡護
a018a05,12,person,end,A003622,匡護
a018a06,8,person,start,A000291,玄宗
a018a06,9,person,end,A000291,玄宗
a018a06,12,place,start,PL17793,開元
a018a06,13,place,end,PL17793,開元
a018a07,15,person,start,A003644,王審邽
a018a07,17,person,end,A003644,王審邽
a018a08,16,person,start,A003645,朝悟
a018a08,17,person,end,A003645,朝悟
a018a09,17,person,start,A003647,法殊
a018a09,18,person,end,A003647,法殊
